latitude,longitude,distance_from_last_marker,mile_marker_number
36.32974529,-82.11028224,1,438
36.33330704,-82.10076491,1,439
36.34180501,-82.08737022,1,440
36.35116884,-82.0763427,1,441
36.36068143,-82.0660005,1,442
36.36982772,-82.0550601,1,443
36.37973573,-82.0443619,1,444
36.38960788,-82.0333794,1,445
36.40025085,-82.02454879,1,446
36.41020107,-82.013667,1,447
36.42041525,-82.00647018,1,448
36.42884178,-81.99535118,1,449
36.43948427,-81.98645269,1,450
36.45055391,-81.97720828,1,451
36.46162085,-81.96708075,1,452
36.46935929,-81.95503834,1,453
36.47844995,-81.959581,1,454
36.48747372,-81.96925945,1,455
36.49706035,-81.97942849,1,456
36.50439569,-81.98501732,1,457
36.51299599,-81.97826393,1,458
36.52446065,-81.9712633,1,459
36.5340721,-81.96046074,1,460
36.54032366,-81.94798399,1,461
36.54977485,-81.93633318,1,462
36.55997194,-81.93174045,1,463
36.57054471,-81.92399466,1,464
36.57766603,-81.9097002,1,465
36.58027108,-81.89697172,1,466
36.58338169,-81.88090618,1,467
36.59379567,-81.87531417,1,468
36.60378631,-81.86649139,1,469
36.60325564,-81.85104727,1,470
36.60749072,-81.83828134,1,471
36.61396874,-81.826498,1,472
36.6176217,-81.81153427,1,473
36.62564718,-81.8008233,1,474
36.63090144,-81.79554648,1,475
36.6349273,-81.78883475,1,476
36.62853421,-81.77625506,1,477
36.63321711,-81.7735371,1,478
36.63785863,-81.76337817,1,479
36.64286379,-81.75143531,1,480
36.64686323,-81.74111821,1,481
36.64135093,-81.73754565,1,482
36.63316962,-81.72813492,1,483
36.63028965,-81.71730196,1,484
36.63344386,-81.71520235,1,485
36.6405352,-81.70772927,1,486
36.64750845,-81.6979316,1,487
36.65140982,-81.68882327,1,488
36.65373405,-81.68166146,1,489
36.64849371,-81.67555732,1,490
36.64959493,-81.66483041,1,491
36.64302462,-81.66177568,1,492
36.64423067,-81.65022467,1,493
36.63662083,-81.64598128,1,494
36.63952002,-81.63867948,1,495
36.6327136,-81.62940325,1,496
36.63421679,-81.62067074,1,497
36.63213573,-81.60583104,1,498
36.64048646,-81.59975629,1,499
36.63975035,-81.58685824,1,500
36.64942808,-81.57807008,1,501
36.65721558,-81.56620645,1,502
36.6563321,-81.55412147,1,503
36.6511853,-81.54310425,1,504
36.65523742,-81.5336567,1,505
36.6561246,-81.5213897,1,506
36.64581116,-81.51578455,1,507
36.64045893,-81.50781614,1,508
36.64411549,-81.50651344,1,509
36.65506243,-81.49806472,1,510
36.65094198,-81.48611414,1,511
36.65963478,-81.48023702,1,512
36.67084124,-81.48788595,1,513
36.67752109,-81.4977655,1,514
36.67744064,-81.51006929,1,515
36.68407894,-81.51103218,1,516
36.69231067,-81.5069932,1,517
36.69946541,-81.50721275,1,518
36.70293627,-81.52133153,1,519
36.70976578,-81.51832211,1,520
36.71501061,-81.50895352,1,521
36.71861401,-81.50826391,1,522
36.71608623,-81.49554634,1,523
36.72008359,-81.48308343,1,524
36.71591257,-81.47507219,1,525
36.719515,-81.46250827,1,526
36.72825353,-81.46364261,1,527
36.73108444,-81.47672219,1,528
36.73949997,-81.4726169,1,529
36.74715433,-81.47993934,1,530
36.75241004,-81.49009484,1,531
36.75988392,-81.49454903,1,532
36.76894805,-81.48885755,1,533
36.77042093,-81.49292378,1,534
36.77762109,-81.48900616,1,535
36.78510886,-81.47550427,1,536
36.79144303,-81.4615238,1,537
36.79921788,-81.44940835,1,538
36.80197456,-81.43913317,1,539
36.80815226,-81.42468248,1,540
36.81466074,-81.41075299,1,541
36.81801932,-81.39497409,1,542
36.82113708,-81.37885059,1,543
36.82974257,-81.37326002,1,544
36.83918885,-81.37265816,1,545
36.8418495,-81.35629656,1,546
36.8476661,-81.36091148,1,547
36.85819741,-81.36120209,1,548
36.86890867,-81.35696364,1,549
36.87924069,-81.36055623,1,550
36.88415443,-81.3656063,1,551
36.88746851,-81.37135004,1,552
36.89764889,-81.36980868,1,553
36.90709754,-81.37441861,1,554
36.91784197,-81.37553421,1,555
36.92275034,-81.36256274,1,556
36.93385614,-81.36503812,1,557
36.94389032,-81.36396478,1,558
36.95279048,-81.36716763,1,559
36.95452986,-81.37413556,1,560
36.95208361,-81.38696327,1,561
36.95929478,-81.39469989,1,562
36.97058426,-81.39389853,1,563
36.97698129,-81.39919671,1,564
36.98615767,-81.40735295,1,565
36.99410911,-81.4071824,1,566
37.00013764,-81.40309895,1,567
37.00379492,-81.40542463,1,568
37.00610932,-81.41646944,1,569
37.01166414,-81.41865345,1,570
37.01663605,-81.42877312,1,571
37.02443307,-81.42641599,1,572
37.03566583,-81.42536365,1,573
37.04199897,-81.4291421,1,574
37.04806157,-81.42075193,1,575
37.05398111,-81.40567498,1,576
37.05607545,-81.39219666,1,577
37.05453573,-81.37719856,1,578
37.05783797,-81.36351519,1,579
37.06136552,-81.34713911,1,580
37.06668201,-81.33151197,1,581
37.07189252,-81.31619798,1,582
37.07879357,-81.30245654,1,583
37.08489825,-81.28769969,1,584
37.08622607,-81.27545352,1,585
37.09045033,-81.26214569,1,586
37.09199489,-81.24969938,1,587
37.08528678,-81.24130887,1,588
37.09260323,-81.22923476,1,589
37.10258303,-81.2197354,1,590
37.10489766,-81.20521699,1,591
37.10435503,-81.19760554,1,592
37.10905509,-81.19574768,1,593
37.11444684,-81.18434308,1,594
37.11954565,-81.1742417,1,595
37.12679837,-81.16439681,1,596
37.13181096,-81.15496139,1,597
37.13564846,-81.14208198,1,598
37.13860153,-81.12940139,1,599
37.1402833,-81.11422889,1,600
37.13405285,-81.10426302,1,601
37.13403451,-81.09085768,1,602
37.12705749,-81.07850236,1,603
37.13141842,-81.06318195,1,604
37.13377645,-81.04710371,1,605
37.13955973,-81.03261193,1,606
37.14750444,-81.01882348,1,607
37.14873938,-81.00838601,1,608
37.15791924,-80.99839499,1,609
37.16072243,-80.98358225,1,610
37.15396809,-80.97712155,1,611
37.15605629,-80.96250198,1,612
37.15494998,-80.95509253,1,613
37.15733142,-80.9418251,1,614
37.15978271,-80.92575799,1,615
37.16539361,-80.9133381,1,616
37.16671383,-80.90271147,1,617
37.17324546,-80.90291473,1,618
37.18285681,-80.8979414,1,619
37.19201447,-80.88984109,1,620
37.19729546,-80.88100149,1,621
37.20330287,-80.86840093,1,622
37.21118476,-80.85685488,1,623
37.21924703,-80.84695238,1,624
37.22323021,-80.83184479,1,625
37.22755597,-80.81699122,1,626
37.23433215,-80.80502955,1,627
37.24131639,-80.81597084,1,628
37.24356646,-80.83174104,1,629
37.24527558,-80.84790784,1,630
37.24191703,-80.86272001,1,631
37.25187533,-80.86271603,1,632
37.25843236,-80.85282011,1,633
37.26125693,-80.83799553,1,634
37.26989466,-80.83574436,1,635
37.27785324,-80.82323943,1,636
37.28383188,-80.80904511,1,637
37.28933583,-80.79944177,1,638
37.29293625,-80.78516458,1,639
37.30094466,-80.77109356,1,640
37.30950779,-80.75817868,1,641
37.31914492,-80.75610134,1,642
37.3231193,-80.75258134,1,643
37.32968191,-80.75390292,1,644
37.33687688,-80.75618364,1,645
37.34674173,-80.75368777,1,646
37.35204298,-80.74660832,1,647
37.35862264,-80.75741824,1,648
37.36423871,-80.75092444,1,649
37.3713337,-80.74759995,1,650
37.37359695,-80.75125169,1,651
37.37655051,-80.75628828,1,652
37.38133442,-80.74211526,1,653
37.38656417,-80.72724182,1,654
37.39170554,-80.71280036,1,655
37.3987933,-80.69825549,1,656
37.40533757,-80.68323502,1,657
37.41244577,-80.66856984,1,658
37.41917012,-80.6540085,1,659
37.4259897,-80.63979492,1,660
37.43309498,-80.62741396,1,661
37.43662824,-80.6158935,1,662
37.43022315,-80.61445949,1,663
37.42327156,-80.60931801,1,664
37.42300039,-80.60317437,1,665
37.41789962,-80.59306385,1,666
37.41067185,-80.58511946,1,667
37.40124631,-80.58106549,1,668
37.40167127,-80.56892108,1,669
37.40416537,-80.55284334,1,670
37.40946499,-80.53834947,1,671
37.41244459,-80.52217529,1,672
37.41602248,-80.50644606,1,673
37.41647306,-80.49152747,1,674
37.40532906,-80.49041166,1,675
37.40220087,-80.48234203,1,676
37.39975395,-80.47254334,1,677
37.38833287,-80.47093954,1,678
37.38003357,-80.46225769,1,679
37.37589,-80.45069174,1,680
37.37231027,-80.43980008,1,681
37.36001305,-80.44207399,1,682
37.35496229,-80.42920964,1,683
37.36078708,-80.41886286,1,684
37.36043132,-80.40575867,1,685
37.35485815,-80.39604918,1,686
37.35159134,-80.38103157,1,687
37.34798967,-80.36994202,1,688
37.34411489,-80.36300005,1,689
37.35082575,-80.34782752,1,690
37.35958831,-80.33547498,1,691
37.36966788,-80.32369719,1,692
37.37826848,-80.31018857,1,693
37.38528839,-80.29557841,1,694
37.39003361,-80.28010005,1,695
37.3871726,-80.26879779,1,696
37.38205062,-80.26003153,1,697
37.37922991,-80.24781472,1,698
37.37593775,-80.24840158,1,699
37.36390289,-80.24518499,1,700
37.35868138,-80.2386435,1,701
37.3651239,-80.22404819,1,702
37.37057875,-80.20855749,1,703
37.37943608,-80.20029235,1,704
37.38770252,-80.19853204,1,705
37.39140958,-80.19580174,1,706
37.38464982,-80.18514853,1,707
37.38769204,-80.18387007,1,708
37.38993375,-80.16872636,1,709
37.37870139,-80.16483322,1,710
37.36633745,-80.17107233,1,711
37.36555449,-80.1684089,1,712
37.37207655,-80.15695269,1,713
37.37085831,-80.14769002,1,714
37.36228948,-80.14188321,1,715
37.35623627,-80.13365468,1,716
37.3631546,-80.12394378,1,717
37.37160537,-80.11064017,1,718
37.37769625,-80.09818727,1,719
37.38253534,-80.08385578,1,720
37.38646692,-80.06794401,1,721
37.38742549,-80.05573399,1,722
37.39120804,-80.04344748,1,723
37.39130167,-80.03500066,1,724
37.39165248,-80.02060454,1,725
37.40035013,-80.00806416,1,726
37.41139642,-79.9995348,1,727
37.42281663,-79.99598758,1,728
37.43501469,-79.99898225,1,729
37.44017487,-79.99494684,1,730
37.4326981,-79.98328568,1,731
37.43096373,-79.97050368,1,732
37.4234675,-79.95917103,1,733
37.4156992,-79.95498046,1,734
37.41424138,-79.94227315,1,735
37.40494817,-79.93567493,1,736
37.39348049,-79.93330309,1,737
37.38255128,-79.92905872,1,738
37.38654865,-79.92251288,1,739
37.39120001,-79.90991602,1,740
37.39936338,-79.90006795,1,741
37.40358587,-79.8886071,1,742
37.39850699,-79.87804674,1,743
37.39878492,-79.87001829,1,744
37.39738839,-79.86280481,1,745
37.39928009,-79.85192641,1,746
37.40272387,-79.83791272,1,747
37.40895525,-79.82352211,1,748
37.41704397,-79.81716475,1,749
37.417248,-79.80440677,1,750
37.42358234,-79.79251156,1,751
37.41862426,-79.78421361,1,752
37.42110781,-79.77287953,1,753
37.42571961,-79.76202126,1,754
37.43142364,-79.75014143,1,755
37.43912662,-79.73687288,1,756
37.44800667,-79.72464259,1,757
37.45479657,-79.71213845,1,758
37.4647277,-79.70185782,1,759
37.47456187,-79.69191526,1,760
37.48098616,-79.67891234,1,761
37.48759182,-79.66933893,1,762
37.48411459,-79.66323407,1,763
37.49278391,-79.65094223,1,764
37.50274846,-79.65494831,1,765
37.51507603,-79.64926733,1,766
37.52527951,-79.63876925,1,767
37.52906239,-79.63161134,1,768
37.52898994,-79.62312166,1,769
37.5308916,-79.61283239,1,770
37.53196034,-79.59854087,1,771
37.53557497,-79.59041014,1,772
37.52793271,-79.58444348,1,773
37.52568037,-79.57691674,1,774
37.51967229,-79.56566575,1,775
37.51410512,-79.55758388,1,776
37.50240961,-79.55482309,1,777
37.49505738,-79.54597298,1,778
37.50341784,-79.53718943,1,779
37.50945573,-79.53095301,1,780
37.51007703,-79.51978392,1,781
37.51711435,-79.51232529,1,782
37.52499091,-79.50458387,1,783
37.53411785,-79.49736788,1,784
37.5430356,-79.48595387,1,785
37.54888679,-79.47307425,1,786
37.55543795,-79.46756583,1,787
37.55834904,-79.45787299,1,788
37.56243686,-79.44443943,1,789
37.56980824,-79.44118511,1,790
37.57622318,-79.43823418,1,791
37.57991667,-79.4491833,1,792
37.58789979,-79.45417146,1,793
37.59068942,-79.44398621,1,794
37.59449409,-79.4298182,1,795
37.59971394,-79.41438489,1,796
37.60299173,-79.4000008,1,797
37.5949936,-79.39060577,1,798
37.6043077,-79.38922068,1,799
37.61221301,-79.39183331,1,800
37.62034293,-79.39772561,1,801
37.62574573,-79.40220224,1,802
37.63371697,-79.39159453,1,803
37.64330727,-79.37929536,1,804
37.64801208,-79.36680996,1,805
37.6557422,-79.35851784,1,806
37.65873863,-79.3481308,1,807
37.66730899,-79.34398554,1,808
37.67506379,-79.33635501,1,809
37.67679109,-79.3248717,1,810
37.67241691,-79.31044624,1,811
37.67338216,-79.29827442,1,812
37.67473505,-79.28439396,1,813
37.66696938,-79.27978814,1,814
37.6758575,-79.27569527,1,815
37.68360946,-79.2731159,1,816
