latitude,longitude,elevation,distance_along_trail_miles
37.392065,-80.473367,2201.115556,677.690407
37.391799,-80.473087,2195.866212,677.715023
37.391472,-80.473023,2194.88196,677.738458
37.391339,-80.472784,2185.03944,677.75503
37.3911,-80.472595,2175.853088,677.775119
37.390258,-80.4724,2149.606368,677.83596
37.390118,-80.472235,2141.404268,677.84966
37.389863,-80.472175,2136.154924,677.868059
37.389677,-80.471903,2132.217916,677.888311
37.388842,-80.471484,2128.608992,677.951999
37.388503,-80.471205,2122.70348,677.980737
37.387848,-80.470183,2102.690356,678.054898
37.387859,-80.469589,2098.09718,678.088477
37.387757,-80.46921,2086.61424,678.111185
37.387406,-80.468762,2082.349148,678.146666
37.386793,-80.468486,2065.28878,678.192904
37.386659,-80.468502,2077.099804,678.202708
37.386492,-80.468703,2086.942324,678.219213
37.386482,-80.468897,2082.677232,678.230228
37.386442,-80.468666,2089.566996,678.24365
37.385756,-80.468754,2112.86096,678.292685
37.385365,-80.468461,2139.763848,678.325362
37.385339,-80.468292,2143.700856,678.335117
37.385541,-80.467878,2146.981696,678.36254
37.385937,-80.467419,2170.603744,678.401008
37.385948,-80.467131,2182.414768,678.417459
37.385695,-80.46716,2184.711356,678.435453
37.38527,-80.467046,2201.44364,678.466398
37.385038,-80.467125,2206.3649,678.483447
37.384688,-80.466964,2219.160176,678.509962
37.384545,-80.466975,2219.48826,678.520106
37.3842,-80.466813,2232.939704,678.546323
37.383981,-80.466281,2263.7796,678.580672
37.383773,-80.466204,2274.934456,678.59618
37.383493,-80.466232,2278.54338,678.616081
37.383068,-80.465682,2299.86884,678.659536
37.382838,-80.465595,2311.679864,678.676701
37.382149,-80.465571,2341.863592,678.725856
37.381947,-80.465709,2340.551256,678.742147
37.381725,-80.465519,2345.472516,678.761206
37.381329,-80.464551,2386.154932,678.823174
37.381011,-80.464015,2425.196928,678.861668
37.380644,-80.463933,2445.86622,678.888367
37.380282,-80.463622,2448.162808,678.919446
37.380228,-80.462811,2473.425276,678.96569
37.379988,-80.462128,2493.766484,679.008042
37.379867,-80.462104,2507.874096,679.017139
37.37963,-80.461842,2517.060448,679.039588
37.379265,-80.461724,2527.231052,679.06635
37.378851,-80.461399,2561.023704,679.101559
37.378568,-80.461335,2589.567012,679.122663
37.378243,-80.46108,2614.82948,679.150254
37.377514,-80.46003,2628.937092,679.228941
37.3772,-80.459764,2653.543392,679.256201
37.377057,-80.459423,2650.262552,679.277976
37.377155,-80.459022,2668.307172,679.301931
37.377741,-80.458384,2697.178564,679.357182
37.377762,-80.458115,2695.538144,679.372457
37.377633,-80.457848,2695.538144,679.390093
37.377344,-80.457663,2718.832108,679.413513
37.377221,-80.457481,2723.425284,679.427019
37.376947,-80.45656,2746.391164,679.482737
37.376717,-80.45629,2760.82686,679.505228
37.376475,-80.456155,2785.105076,679.524569
37.376245,-80.455809,2797.572268,679.550128
37.376182,-80.45517,2799.540772,679.586512
37.376535,-80.454989,2796.588016,679.613523
37.376783,-80.454668,2815.288804,679.639029
37.377159,-80.454408,2837.598516,679.669744
37.377531,-80.454023,2847.112952,679.703955
37.377969,-80.45285,2884.186444,679.777485
37.377876,-80.452007,2901.246812,679.825685
37.377685,-80.451776,2908.792744,679.844537
37.377237,-80.451595,2953.740252,679.878992
37.376874,-80.451564,3006.233692,679.906702
37.376832,-80.451412,2991.797996,679.916214
37.376774,-80.451426,3002.624768,679.920897
37.376472,-80.451118,3005.905608,679.948474
37.376427,-80.450963,2991.469912,679.958207
37.375647,-80.450569,3052.165452,680.018911
37.375415,-80.450177,3037.401672,680.046637
37.375364,-80.449918,3023.29406,680.061958
37.375118,-80.449733,3046.916108,680.082785
37.374965,-80.44899,3062.992224,680.126257
37.374285,-80.447957,3155.839996,680.204046
37.374006,-80.447699,3211.286192,680.230861
37.373572,-80.446885,3221.456796,680.286213
37.373224,-80.446559,3256.889868,680.31774
37.372697,-80.446397,3268.372808,680.356225
37.372401,-80.444499,3382.217956,680.467724
37.372044,-80.443136,3477.362316,680.550871
37.372166,-80.442666,3494.422684,680.578996
37.372427,-80.442337,3511.483052,680.605418
37.372941,-80.44201,3549.86888,680.64691
37.373423,-80.441917,3572.506676,680.68172
37.373943,-80.441507,3629.921376,680.72663
37.374645,-80.44029,3702.756024,680.812655
37.374571,-80.440009,3713.91088,680.829515
37.374182,-80.439778,3733.59592,680.860234
37.373401,-80.439553,3780.511932,680.917703
37.372655,-80.439512,3783.464688,680.970577
37.372341,-80.439787,3784.120856,680.997702
37.371965,-80.439947,3781.824268,681.025821
37.371387,-80.439996,3769.028992,681.066915
37.370873,-80.440366,3776.903008,681.108914
37.370545,-80.44043,3766.732404,681.132501
37.370409,-80.440696,3778.215344,681.150491
37.370407,-80.440925,3783.136604,681.163468
37.369882,-80.441356,3769.357076,681.207989
37.369512,-80.441444,3756.889884,681.234765
37.369448,-80.4414,3751.968624,681.240021
37.369206,-80.441557,3746.71928,681.259343
37.368347,-80.442437,3746.063112,681.337907
37.368133,-80.442559,3748.031616,681.354558
37.367791,-80.442672,3749.015868,681.379601
37.367579,-80.442573,3745.406944,681.395636
37.366763,-80.442792,3729.002744,681.454808
37.36638,-80.442782,3718.175972,681.482014
37.366077,-80.442946,3717.519804,681.505384
37.365655,-80.443042,3712.598544,681.535767
37.364924,-80.443528,3726.378072,681.594422
37.363962,-80.443867,3730.31508,681.665182
37.363491,-80.444163,3725.065736,681.702505
37.36285,-80.444322,3739.501432,681.748856
37.362707,-80.444257,3741.141852,681.759632
37.361622,-80.442779,3755.577548,681.873152
37.361481,-80.442697,3762.467312,681.88424
37.360607,-80.442572,3797.900384,681.946904
37.360303,-80.442431,3773.294084,681.97035
37.359996,-80.442053,3734.580172,682.001743
37.358956,-80.442021,3664.69828,682.076644
37.358363,-80.441664,3631.561796,682.123671
37.357589,-80.441368,3645.01324,682.181029
37.357377,-80.441217,3665.026364,682.198729
37.356944,-80.441117,3693.897756,682.230405
37.356728,-80.441164,3701.771772,682.246003
37.356524,-80.441084,3714.567048,682.261342
37.356243,-80.440832,3731.9555,682.286043
37.355842,-80.440146,3736.220592,682.334107
37.355609,-80.439567,3721.784896,682.370862
37.355462,-80.438942,3708.333452,682.407782
37.35519,-80.438514,3696.522428,682.438788
37.355137,-80.437911,3688.320328,682.473113
37.355073,-80.437627,3681.430564,682.489846
37.354906,-80.437393,3675.196968,682.507628
37.354954,-80.437233,3674.212716,682.517291
37.354836,-80.436867,3666.994868,682.539645
37.354753,-80.435148,3644.357072,682.637082
37.35465,-80.434556,3636.81114,682.671359
37.354719,-80.43435,3629.921376,682.684057
37.354828,-80.434298,3633.202216,682.69234
37.354791,-80.432772,3563.648408,682.779684
37.354849,-80.432374,3561.023736,682.802557
37.354625,-80.431279,3511.483052,682.86717
37.354651,-80.430827,3500.65628,682.89287
37.354544,-80.430501,3477.034232,682.913315
37.354678,-80.429792,3421.91612,682.955869
37.354973,-80.429502,3397.965988,682.982825
37.354956,-80.429038,3360.236328,683.010084
37.354799,-80.428864,3347.769136,683.025123
37.354987,-80.428727,3334.317692,683.040743
37.355251,-80.428763,3327.099844,683.059598
37.355253,-80.428236,3302.493544,683.089766
37.355337,-80.428017,3288.714016,683.103758
37.355572,-80.42768,3264.763884,683.129475
37.356058,-80.427397,3232.283568,683.167943
37.356155,-80.427042,3209.645772,683.189603
37.356352,-80.426881,3188.320312,683.206765
37.356437,-80.426307,3150.918736,683.240553
37.356916,-80.425901,3111.220572,683.282223
37.357022,-80.425468,3084.645768,683.308337
37.357198,-80.425102,3060.039468,683.332956
37.357317,-80.425008,3052.165452,683.343034
37.357405,-80.424687,3030.183824,683.362687
37.357807,-80.424473,2995.40692,683.394345
37.358148,-80.424013,2945.210068,683.431143
37.358126,-80.423821,2931.758624,683.442414
37.358525,-80.423555,2901.574896,683.474949
37.358541,-80.423189,2884.514528,683.49593
37.358276,-80.422572,2850.065708,683.536092
37.358274,-80.422252,2832.349172,683.554503
37.358518,-80.421705,2806.75862,683.590266
37.358894,-80.42147,2801.83736,683.620033
37.359096,-80.421496,2801.509276,683.634411
37.359235,-80.421211,2790.026336,683.653419
37.359522,-80.421065,2770.997464,683.675661
37.359638,-80.420684,2758.202188,683.698841
37.359755,-80.42057,2745.406912,683.709627
37.359812,-80.420689,2739.829484,683.717545
37.360101,-80.420526,2724.409536,683.740185
37.360384,-80.420742,2734.908224,683.763737
37.360525,-80.420995,2758.858356,683.781787
37.360933,-80.421171,2770.66938,683.812426
37.361128,-80.421166,2766.732372,683.826257
37.361352,-80.421269,2770.66938,683.843168
37.361521,-80.421102,2787.07358,683.858739
37.361226,-80.420563,2794.947596,683.895706
37.361208,-80.420227,2813.976468,683.915094
37.361057,-80.419758,2815.288804,683.943677
37.361081,-80.419567,2823.490904,683.95472
37.360937,-80.419129,2821.194316,683.981495
37.360452,-80.418268,2790.026336,684.041361
37.360571,-80.417784,2770.013212,684.070246
37.360521,-80.417453,2753.609012,684.089551
37.360581,-80.417271,2744.42266,684.100822
37.360517,-80.416931,2731.2993,684.120729
37.360416,-80.416828,2725.065704,684.130029
37.360447,-80.416273,2697.834732,684.161916
37.360374,-80.415916,2676.837356,684.18314
37.36073,-80.415463,2646.981712,684.219534
37.36086,-80.415004,2625.000084,684.24739
37.360861,-80.414581,2620.406908,684.271313
37.360984,-80.414407,2618.766488,684.284453
37.361205,-80.414334,2613.517144,684.300667
37.361331,-80.414088,2615.813732,684.317192
37.361355,-80.413625,2607.283548,684.343467
37.360651,-80.412541,2576.115568,684.422679
37.360452,-80.412483,2550.196932,684.437998
37.360305,-80.412313,2540.026328,684.4523
37.360315,-80.41201,2532.80848,684.469497
37.360042,-80.412045,2515.748112,684.489209
37.359973,-80.412135,2512.795356,684.496285
37.359862,-80.411841,2500.984332,684.514809
37.359617,-80.411738,2481.95546,684.533477
37.359522,-80.411559,2472.11294,684.545775
37.359587,-80.411425,2469.488268,684.554652
37.359952,-80.411365,2469.160184,684.580717
37.36012,-80.411209,2461.942336,684.595589
37.360216,-80.410832,2451.771732,684.618042
37.360182,-80.41048,2433.399028,684.638397
37.360326,-80.410073,2432.414776,684.663558
37.360259,-80.40985,2427.493516,684.677059
37.360324,-80.409604,2428.805852,684.691706
37.360875,-80.40929,2432.086692,684.73457
37.360925,-80.408879,2405.511888,684.758628
37.361243,-80.40859,2423.228424,684.786657
37.361221,-80.408302,2418.635248,684.803032
37.361482,-80.40782,2426.837348,684.835988
37.361573,-80.407473,2411.745484,684.856838
37.361449,-80.407127,2388.779604,684.878734
37.361352,-80.407056,2389.435772,684.886689
37.36081,-80.40696,2399.93446,684.9255
37.360675,-80.40672,2413.385904,684.942298
37.360469,-80.405808,2438.976456,684.996096
37.359935,-80.405109,2395.997452,685.051414
37.35993,-80.404975,2393.700864,685.059009
37.359561,-80.404344,2367.454144,685.103511
37.35934,-80.403622,2330.708736,685.147794
37.358638,-80.403297,2309.71136,685.200941
37.358636,-80.403163,2320.210048,685.208786
37.358763,-80.403015,2328.084064,685.221162
37.359005,-80.4024,2332.67724,685.259925
37.358923,-80.401082,2333.661492,685.334642
37.359004,-80.400929,2328.084064,685.345075
37.359181,-80.400863,2310.039444,685.358613
37.359387,-80.401015,2288.3859,685.376056
37.359595,-80.400784,2269.028944,685.396094
37.359707,-80.400583,2261.154928,685.410032
37.359868,-80.399887,2249.671988,685.451048
37.359818,-80.399003,2263.123432,685.501202
37.359376,-80.397393,2296.916084,685.597651
37.359211,-80.397331,2301.50926,685.60988
37.3587,-80.397412,2305.118184,685.646356
37.357553,-80.395662,2238.189048,685.774993
37.35736,-80.395669,2229.002696,685.78878
37.357067,-80.395885,2222.112932,685.812889
37.356584,-80.396486,2219.816344,685.861092
37.356262,-80.396749,2212.92658,685.888342
37.355823,-80.396727,2206.692984,685.919473
37.355183,-80.396448,2186.023692,685.967621
37.354757,-80.395925,2163.385896,686.010082
37.3543,-80.394729,2114.173296,686.085635
37.354236,-80.394063,2098.753348,686.123669
37.354615,-80.393649,2100.721852,686.159275
37.354689,-80.3934,2098.753348,686.174297
37.354343,-80.3923,2099.7376,686.241123
37.354269,-80.391634,2111.876708,686.279203
37.354073,-80.391356,2120.406892,686.300232
37.354077,-80.39042,2165.026316,686.353844
37.353688,-80.390257,2180.446264,686.383041
37.353571,-80.390046,2191.60112,686.397723
37.353686,-80.389513,2221.12868,686.429454
37.353673,-80.389098,2238.189048,686.453162
37.353389,-80.38795,2262.467264,686.521257
37.353403,-80.386921,2273.62212,686.579467
37.353066,-80.386327,2300.853092,686.620996
37.353032,-80.386102,2308.399024,686.634022
37.353116,-80.385643,2317.257292,686.660694
37.353085,-80.385069,2338.582752,686.693476
37.353235,-80.384316,2341.207424,686.737345
37.353442,-80.383841,2362.532884,686.768213
37.353427,-80.382904,2360.892464,686.821186
37.35333,-80.382582,2350.065692,686.840752
37.352907,-80.382195,2301.837344,686.879007
37.35267,-80.381683,2273.62212,686.912907
37.352456,-80.381434,2256.561752,686.933851
37.351169,-80.380835,2176.181172,687.03231
37.351118,-80.38073,2171.259912,687.039323
37.351387,-80.380275,2162.401644,687.071373
37.351646,-80.380159,2164.698232,687.090853
37.351737,-80.380027,2161.417392,687.100731
37.351604,-80.379608,2151.246788,687.126295
37.351604,-80.379322,2163.385896,687.142632
37.351428,-80.379094,2167.650988,687.160578
37.351376,-80.378549,2171.259912,687.191611
37.351576,-80.378084,2172.900332,687.221468
37.351542,-80.377604,2189.9607,687.248907
37.351725,-80.37685,2254.593248,687.295191
37.351905,-80.376515,2276.90296,687.318424
37.351879,-80.375966,2296.588,687.349745
37.351949,-80.375712,2312.336032,687.365239
37.351867,-80.375495,2319.881964,687.378888
37.351941,-80.375445,2326.443644,687.384976
37.351922,-80.375363,2329.724484,687.389845
37.351831,-80.375255,2331.03682,687.398724
37.351539,-80.3752,2343.504012,687.419771
37.351324,-80.374966,2359.252044,687.440168
37.350877,-80.37484,2363.189052,687.472618
37.350482,-80.374616,2348.753356,687.503446
37.350334,-80.374619,2335.629996,687.514233
37.349918,-80.374351,2323.490888,687.547438
37.349617,-80.373878,2347.769104,687.581954
37.349619,-80.37368,2353.018448,687.593193
37.349887,-80.373186,2364.173304,687.627023
37.35003,-80.372584,2387.467268,687.662813
37.350053,-80.371964,2399.606376,687.697976
37.349327,-80.371332,2434.055196,687.760931
37.349145,-80.371563,2446.194304,687.779427
37.348997,-80.371948,2442.913464,687.80359
37.348845,-80.371999,2445.86622,687.814746
37.349082,-80.371306,2458.661496,687.857434
37.349114,-80.370954,2459.645748,687.87746
37.349045,-80.370808,2466.535512,687.887144
37.348659,-80.370465,2504.265172,687.921446
37.348393,-80.370103,2524.278296,687.949528
37.348316,-80.369742,2534.4489,687.970741
37.348201,-80.369761,2546.916092,687.979305
37.348076,-80.369961,2549.21268,687.993669
37.347935,-80.36993,2559.711368,688.004009
37.347838,-80.369347,2601.049952,688.038618
37.347691,-80.369245,2612.860976,688.050736
37.347634,-80.368996,2629.59326,688.065735
37.347324,-80.36843,2673.556516,688.105465
37.346746,-80.368257,2699.147068,688.147835
37.346412,-80.367857,2739.829484,688.181496
37.34569,-80.36724,2817.257308,688.245186
37.345333,-80.367141,2844.160196,688.271599
37.345321,-80.367287,2831.693004,688.280242
37.345196,-80.367452,2833.00534,688.293103
37.344854,-80.367707,2882.546024,688.322884
37.344747,-80.368285,2878.609016,688.356433
37.344655,-80.368367,2882.546024,688.364465
37.34435,-80.368377,2901.90298,688.386393
37.344055,-80.368272,2935.695632,688.409079
37.343634,-80.368434,2971.128704,688.441015
37.342869,-80.369294,3032.480412,688.514768
37.342592,-80.369873,3039.69826,688.552951
37.342671,-80.368907,3105.31506,688.609309
37.343037,-80.367955,3121.391176,688.669121
37.343296,-80.366546,3159.44892,688.75119
37.343626,-80.36594,3158.464668,688.792657
37.343769,-80.365347,3171.916112,688.827772
37.343716,-80.365284,3183.070968,688.833382
37.343769,-80.365021,3192.913488,688.848834
37.343686,-80.365092,3197.17858,688.855999
37.343517,-80.365052,3210.958108,688.868468
37.343396,-80.364714,3217.847872,688.88945
37.34372,-80.363652,3223.4253,688.953728
37.344697,-80.362039,3237.204828,689.068211
37.345023,-80.361149,3227.034224,689.123599
37.345246,-80.360944,3226.70614,689.143184
37.34557,-80.35997,3220.472544,689.202843
37.345883,-80.359404,3228.018476,689.241791
37.345935,-80.359118,3233.595904,689.258407
37.346157,-80.358688,3221.128712,689.287455
37.346383,-80.357768,3204.068344,689.341967
37.346927,-80.357037,3187.664144,689.398547
37.347114,-80.356477,3195.866244,689.432896
37.347466,-80.355858,3206.036848,689.4759
37.34858,-80.352858,3216.207452,689.662935
37.348973,-80.35207,3226.049972,689.71549
37.349751,-80.350971,3285.76126,689.799324
37.349805,-80.350555,3314.304568,689.823785
37.34991,-80.350375,3324.475172,689.836541
37.349914,-80.349654,3344.160212,689.877476
37.350161,-80.348966,3336.286196,689.920143
37.351633,-80.346445,3388.123468,690.096975
37.351882,-80.345817,3393.372812,690.136622
37.352651,-80.344902,3425.19696,690.211972
37.352855,-80.344244,3414.698272,690.251923
37.353161,-80.343679,3423.55654,690.290552
37.353262,-80.343335,3413.71402,690.311357
37.353805,-80.342557,3423.228456,690.369798
37.354218,-80.342292,3429.462052,690.402675
37.354235,-80.342108,3431.430556,690.413151
37.354568,-80.341749,3443.569664,690.444348
37.35508,-80.340685,3434.711396,690.514588
37.355219,-80.340584,3428.4778,690.52603
37.355361,-80.340143,3399.606408,690.553487
37.355611,-80.340162,3392.060476,690.571282
37.35571,-80.3401,3383.858376,690.579279
37.355903,-80.340165,3372.047352,690.593614
37.356518,-80.339894,3339.238952,690.640213
37.35666,-80.339408,3339.89512,690.669464
37.356597,-80.338775,3344.160212,690.705527
37.357096,-80.337969,3349.73764,690.763188
37.357488,-80.337643,3368.766512,690.796707
37.357611,-80.33742,3367.454176,690.812029
37.35792,-80.337319,3385.170712,690.8349
37.358362,-80.336953,3394.02898,690.872454
37.358589,-80.336524,3406.168088,690.901639
37.358824,-80.336284,3415.026356,690.923175
37.358995,-80.336224,3417.979112,690.935762
37.359156,-80.335817,3404.855752,690.961561
37.359297,-80.33566,3404.855752,690.974918
37.359481,-80.335627,3406.168088,690.988081
37.35955,-80.335493,3405.51192,690.997094
37.359769,-80.33539,3398.95024,691.013706
37.360406,-80.334636,3418.63528,691.075873
37.360823,-80.334393,3416.99486,691.108438
37.361173,-80.333785,3396.981736,691.150982
37.361454,-80.333584,3382.874124,691.174056
37.361863,-80.33305,3368.110344,691.215981
37.362225,-80.332891,3364.173336,691.243152
37.362395,-80.332667,3358.267824,691.260658
37.362511,-80.332661,3352.690396,691.268949
37.362844,-80.332412,3345.472548,691.296443
37.363209,-80.331869,3346.128716,691.336563
37.36383,-80.3312,3341.863624,691.394558
37.363976,-80.330898,3334.645776,691.414562
37.364555,-80.330591,3317.257324,691.459205
37.36486,-80.330009,3311.023728,691.498571
37.365769,-80.329208,3324.803256,691.577302
37.366442,-80.328233,3323.162836,691.650149
37.367004,-80.32765,3312.664148,691.70185
37.367045,-80.327425,3319.225828,691.714955
37.367308,-80.327098,3308.070972,691.741279
37.367858,-80.326062,3279.855748,691.811807
37.368349,-80.325522,3287.729764,691.858091
37.368559,-80.325425,3291.994856,691.873959
37.368756,-80.32497,3306.430552,691.903346
37.369759,-80.32357,3307.742888,692.009659
37.370112,-80.322699,3311.679896,692.064866
37.370468,-80.322332,3327.099844,692.097645
37.370855,-80.321694,3340.223204,692.143001
37.371833,-80.320594,3350.721892,692.236076
37.372248,-80.319889,3360.564412,692.285616
37.372481,-80.319718,3362.204832,692.304737
37.37264,-80.319412,3369.094596,692.325414
37.372594,-80.319271,3363.845252,692.334082
37.372792,-80.318923,3356.29932,692.358277
37.373578,-80.318176,3373.359688,692.428204
37.37378,-80.317586,3373.359688,692.464482
37.374118,-80.317236,3372.70352,692.495528
37.374602,-80.31642,3355.643152,692.553073
37.375025,-80.315375,3365.485672,692.619311
37.375296,-80.314939,3354.002732,692.650618
37.375419,-80.314915,3357.283572,692.659455
37.375648,-80.314303,3342.847876,692.697752
37.376191,-80.313408,3357.93974,692.761347
37.376459,-80.313178,3360.236328,692.78435
37.376802,-80.312408,3373.031604,692.83424
37.376984,-80.312268,3359.908244,692.849575
37.377598,-80.311368,3370.406932,692.916509
37.377965,-80.310515,3376.640528,692.971279
37.378191,-80.310317,3386.483048,692.990897
37.378559,-80.309707,3394.357064,693.034132
37.378708,-80.309593,3394.357064,693.046493
37.379042,-80.308674,3387.795384,693.103565
37.379516,-80.307942,3381.889872,693.156841
37.379944,-80.307047,3380.90562,693.215795
37.380699,-80.306213,3401.574912,693.28717
37.381043,-80.305129,3352.362312,693.353774
37.381241,-80.304867,3355.315068,693.37417
37.381668,-80.304618,3378.937116,693.407832
37.381812,-80.304169,3399.278324,693.435457
37.382359,-80.303475,3431.102472,693.490917
37.382526,-80.302732,3404.527668,693.534836
37.383011,-80.30205,3407.480424,693.586453
37.383332,-80.30126,3389.10772,693.636669
37.384351,-80.299793,3365.813756,693.74665
37.384756,-80.298862,3363.189084,693.806561
37.384765,-80.298315,3346.784884,693.837637
37.384909,-80.298056,3352.034228,693.855501
37.38493,-80.297656,3338.2547,693.878307
37.385174,-80.296822,3329.724516,693.928521
37.385197,-80.296032,3302.16546,693.973505
37.385521,-80.294424,3268.700892,694.067431
37.385986,-80.293809,3252.296692,694.115405
37.387164,-80.290838,3152.88724,694.303833
37.387253,-80.290296,3135.826872,694.335272
37.387104,-80.289738,3116.798,694.36872
37.387292,-80.288703,3083.9896,694.429029
37.387601,-80.287992,3058.727132,694.475033
37.387882,-80.287687,3056.430544,694.501357
37.387917,-80.287513,3047.90036,694.51163
37.388214,-80.287043,3027.887236,694.545724
37.388466,-80.286824,3026.902984,694.567438
37.389079,-80.284896,2971.128704,694.685191
37.389308,-80.284526,2974.08146,694.711652
37.389283,-80.284222,2962.926604,694.729053
37.389392,-80.283568,2940.616892,694.767047
37.389309,-80.283319,2920.931852,694.782765
37.389429,-80.282763,2898.950224,694.815585
37.389572,-80.28237,2885.826864,694.84012
37.390047,-80.282032,2882.546024,694.8788
37.390371,-80.281335,2851.04996,694.924782
37.390298,-80.280748,2837.9266,694.958441
37.390014,-80.280052,2804.462032,695.003082
37.39018,-80.279225,2788.714,695.051356
37.390471,-80.278438,2763.451532,695.100605
37.390989,-80.277607,2739.829484,695.160356
37.39116,-80.277523,2737.86098,695.173366
37.391472,-80.277564,2735.564392,695.195583
37.391908,-80.277213,2721.784864,695.232371
37.392435,-80.276137,2685.36754,695.304047
37.392602,-80.275346,2641.0762,695.351066
37.392872,-80.274663,2632.217932,695.394161
37.392822,-80.27425,2616.797984,695.417949
37.392217,-80.274084,2577.09982,695.462475
37.392183,-80.273764,2587.598508,695.480826
37.391996,-80.273714,2570.866224,695.49475
37.391875,-80.273578,2561.351788,695.506405
37.391638,-80.273519,2548.556512,695.523694
37.39134,-80.273734,2524.934464,695.548469
37.390997,-80.273783,2510.826852,695.573066
37.390501,-80.273603,2481.299292,695.610075
37.390381,-80.273466,2476.378032,695.621608
37.390201,-80.273405,2456.692992,695.635354
37.389877,-80.272897,2440.616876,695.672228
37.389646,-80.272772,2421.588004,695.690424
37.389562,-80.272396,2420.275668,695.712484
37.389204,-80.271537,2380.577504,695.767776
37.389004,-80.271393,2363.84522,695.784428
37.388592,-80.270864,2349.08144,695.82629
37.387922,-80.270406,2302.493512,695.881081
37.38771,-80.269805,2298.556504,695.918213
37.387495,-80.269553,2259.186424,695.940417
37.387433,-80.269322,2238.517132,695.954761
37.387468,-80.269046,2249.671988,695.970698
37.387292,-80.26896,2223.753352,695.984992
37.387244,-80.268806,2237.53288,695.994709
37.387018,-80.26878,2213.254664,696.011457
37.386622,-80.268258,2181.7586,696.052608
37.386577,-80.267784,2181.102432,696.079577
37.38666,-80.267281,2160.761224,696.108865
37.387016,-80.266874,2155.839964,696.142997
37.387069,-80.266696,2141.404268,696.154092
37.387369,-80.266503,2129.593244,696.178078
37.388073,-80.265436,2049.540748,696.257833
37.387977,-80.265222,2043.307152,696.271756
37.387708,-80.265071,2036.745472,696.292664
37.387632,-80.264929,2029.19954,696.302435
37.387691,-80.264651,2013.123424,696.318985
37.388013,-80.264233,1979.658856,696.352449
37.388051,-80.263913,1963.58274,696.370992
37.387855,-80.263433,1979.98694,696.401622
37.387732,-80.262676,1948.490876,696.445695
37.387446,-80.262217,1934.383264,696.478711
37.386942,-80.261855,1905.511872,696.520223
37.386741,-80.261385,1882.874076,696.550669
37.386747,-80.261081,1869.094548,696.568057
37.387031,-80.260305,1833.98956,696.616771
37.386858,-80.260188,1831.036804,696.630702
37.386,-80.260155,1780.511868,696.692269
37.385439,-80.260617,1763.4515,696.739915
37.385204,-80.260727,1754.265148,696.757766
37.385018,-80.260697,1743.110292,696.77122
37.384353,-80.261071,1741.469872,696.82283
37.383639,-80.260902,1714.566984,696.874543
37.383481,-80.260729,1703.084044,696.889566
37.383255,-80.260741,1699.147036,696.9056
37.381992,-80.259997,1668.30714,697.004595
37.381076,-80.259591,1650.26252,697.073478
37.380868,-80.259399,1653.215276,697.091778
37.380661,-80.258425,1701.11554,697.149486
37.381518,-80.258697,1735.892444,697.212445
37.381681,-80.25868,1739.501368,697.224047
37.381877,-80.258396,1744.094544,697.245281
37.381852,-80.25822,1735.892444,697.255507
37.381931,-80.258123,1739.829452,697.263375
37.38198,-80.257771,1735.236276,697.283583
37.381597,-80.25692,1741.797956,697.3388
37.381324,-80.255842,1716.535488,697.40289
37.381007,-80.255386,1727.690344,697.437129
37.380647,-80.255127,1731.627352,697.466531
37.380404,-80.254497,1708.661472,697.506318
37.379877,-80.253843,1693.569608,697.558915
37.379436,-80.253048,1675.853072,697.613729
37.379354,-80.252961,1675.853072,697.621337
37.378765,-80.252765,1640.748084,697.665022
37.378615,-80.252672,1631.561732,697.677006
37.378565,-80.25252,1625.000052,697.686382
37.378582,-80.252398,1622.37538,697.693399
37.378863,-80.25208,1616.469868,697.720232
37.379184,-80.251898,1613.845196,697.745183
37.37938,-80.251435,1592.191652,697.775095
37.379149,-80.250532,1552.493488,697.829227
37.379277,-80.250156,1540.026296,697.852452
37.379049,-80.24987,1533.464616,697.875329
37.378934,-80.249337,1529.527608,697.906536
37.379326,-80.248378,1538.71396,697.967443
37.37921,-80.247698,1533.464616,698.006746
37.37945,-80.247293,1531.496112,698.035252
37.37946,-80.246958,1524.606348,698.054241
37.379761,-80.246527,1519.02892,698.08662
37.379551,-80.245894,1517.060416,698.125355
37.379716,-80.245616,1520.997424,698.144946
37.379739,-80.245062,1526.902936,698.176312
37.379527,-80.244517,1539.370128,698.210655
37.379094,-80.244289,1542.979052,698.243917
37.378621,-80.244419,1553.805824,698.278268
37.378309,-80.243593,1565.288764,698.329952
37.377683,-80.243227,1581.036796,698.378959
37.377506,-80.243247,1583.333384,698.39155
37.377279,-80.243127,1587.598476,698.409014
37.376697,-80.243286,1606.299264,698.451346
37.376555,-80.243132,1598.753332,698.464724
37.376292,-80.243119,1604.33076,698.483391
37.375991,-80.242943,1612.204776,698.506959
37.375956,-80.243105,1630.249396,698.517071
37.376206,-80.243413,1638.77958,698.54195
37.3765,-80.243599,1646.325512,698.565315
37.376633,-80.243818,1665.0263,698.581284
37.376383,-80.244168,1675.524988,698.607904
37.376276,-80.244779,1677.493492,698.643252
37.376329,-80.245003,1672.244148,698.656493
37.376047,-80.245693,1655.511864,698.700418
37.375631,-80.246373,1614.501364,698.749484
37.37554,-80.245941,1610.564356,698.774742
37.375432,-80.246366,1590.223148,698.800254
37.375123,-80.24689,1563.976428,698.837421
37.375668,-80.247472,1558.070916,698.888135
37.376119,-80.248263,1555.774328,698.943067
37.376127,-80.248511,1562.992176,698.957162
